latency_s,history_s,n_seconds,accuracy,kappa,macro_f1,f1_W,f1_N1,f1_N2,f1_N3,f1_REM
34,326,194611,0.7666,0.6878,0.7237,0.8928,0.4457,0.7913,0.7211,0.7677
35,325,194611,0.7669,0.6882,0.7242,0.8932,0.4469,0.7911,0.7211,0.7686
36,324,194611,0.7664,0.6875,0.7237,0.8926,0.4463,0.7910,0.7213,0.7671
37,323,194611,0.7668,0.6880,0.7240,0.8930,0.4464,0.7909,0.7215,0.7683
38,322,194611,0.7675,0.6889,0.7247,0.8932,0.4477,0.7919,0.7225,0.7682
39,321,194611,0.7672,0.6884,0.7245,0.8932,0.4475,0.7911,0.7228,0.7679
40,320,194611,0.7673,0.6887,0.7246,0.8931,0.4488,0.7915,0.7223,0.7672
41,319,194611,0.7674,0.6888,0.7247,0.8929,0.4498,0.7914,0.7218,0.7674
42,318,194611,0.7669,0.6881,0.7242,0.8928,0.4487,0.7909,0.7220,0.7662
43,317,194611,0.7672,0.6885,0.7243,0.8930,0.4508,0.7912,0.7205,0.7662
44,316,194611,0.7671,0.6884,0.7244,0.8929,0.4503,0.7910,0.7214,0.7663
45,315,194611,0.7655,0.6863,0.7226,0.8922,0.4466,0.7892,0.7194,0.7658
46,314,194611,0.7657,0.6865,0.7228,0.8922,0.4486,0.7893,0.7188,0.7651
47,313,194611,0.7646,0.6851,0.7215,0.8917,0.4464,0.7880,0.7161,0.7654
48,312,194611,0.7649,0.6854,0.7217,0.8916,0.4478,0.7882,0.7159,0.7652
49,311,194611,0.7639,0.6842,0.7209,0.8915,0.4472,0.7865,0.7153,0.7641
50,310,194611,0.7636,0.6837,0.7204,0.8914,0.4470,0.7860,0.7148,0.7627
51,309,194611,0.7630,0.6829,0.7196,0.8902,0.4453,0.7861,0.7130,0.7636
52,308,194611,0.7618,0.6813,0.7184,0.8898,0.4439,0.7842,0.7116,0.7627
53,307,194611,0.7611,0.6803,0.7174,0.8893,0.4421,0.7837,0.7109,0.7612
54,306,194611,0.7603,0.6793,0.7170,0.8888,0.4414,0.7828,0.7112,0.7605
55,305,194611,0.7596,0.6783,0.7159,0.8886,0.4401,0.7818,0.7088,0.7604
56,304,194611,0.7588,0.6772,0.7148,0.8882,0.4380,0.7809,0.7064,0.7605
57,303,194611,0.7581,0.6763,0.7142,0.8879,0.4380,0.7799,0.7058,0.7594
58,302,194611,0.7575,0.6755,0.7134,0.8869,0.4364,0.7797,0.7046,0.7597
59,301,194611,0.7570,0.6748,0.7126,0.8871,0.4353,0.7791,0.7025,0.7588
60,300,194611,0.7686,0.6903,0.7253,0.8934,0.4469,0.7936,0.7203,0.7724
61,299,194611,0.7690,0.6910,0.7261,0.8934,0.4476,0.7940,0.7225,0.7729
62,298,194611,0.7694,0.6914,0.7263,0.8934,0.4486,0.7948,0.7231,0.7717
63,297,194611,0.7694,0.6914,0.7265,0.8935,0.4494,0.7941,0.7231,0.7725
64,296,194611,0.7695,0.6916,0.7264,0.8937,0.4500,0.7946,0.7224,0.7715
65,295,194611,0.7700,0.6922,0.7269,0.8940,0.4514,0.7946,0.7217,0.7726
66,294,194611,0.7698,0.6921,0.7270,0.8933,0.4515,0.7951,0.7229,0.7721
67,293,194611,0.7700,0.6923,0.7270,0.8939,0.4508,0.7950,0.7227,0.7728
68,292,194611,0.7702,0.6925,0.7273,0.8938,0.4525,0.7950,0.7233,0.7718
69,291,194611,0.7704,0.6927,0.7274,0.8943,0.4526,0.7946,0.7235,0.7720
70,290,194611,0.7700,0.6922,0.7271,0.8936,0.4530,0.7949,0.7234,0.7706
71,289,194611,0.7701,0.6923,0.7270,0.8938,0.4530,0.7948,0.7231,0.7705
72,288,194611,0.7696,0.6916,0.7268,0.8934,0.4524,0.7941,0.7239,0.7702
73,287,194611,0.7698,0.6920,0.7269,0.8937,0.4538,0.7942,0.7221,0.7708
74,286,194611,0.7698,0.6919,0.7269,0.8936,0.4544,0.7941,0.7222,0.7700
75,285,194611,0.7691,0.6909,0.7261,0.8934,0.4524,0.7929,0.7210,0.7706
76,284,194611,0.7685,0.6901,0.7252,0.8930,0.4525,0.7926,0.7196,0.7686
77,283,194611,0.7676,0.6890,0.7243,0.8925,0.4514,0.7915,0.7173,0.7688
78,282,194611,0.7675,0.6889,0.7242,0.8920,0.4516,0.7915,0.7172,0.7685
79,281,194611,0.7669,0.6880,0.7234,0.8921,0.4506,0.7905,0.7162,0.7673
80,280,194611,0.7661,0.6870,0.7226,0.8915,0.4503,0.7894,0.7154,0.7667
81,279,194611,0.7654,0.6861,0.7217,0.8908,0.4496,0.7890,0.7128,0.7664
82,278,194611,0.7645,0.6849,0.7209,0.8903,0.4476,0.7876,0.7127,0.7664
83,277,194611,0.7639,0.6840,0.7200,0.8900,0.4463,0.7870,0.7115,0.7652
84,276,194611,0.7632,0.6831,0.7194,0.8896,0.4451,0.7863,0.7117,0.7645
85,275,194611,0.7623,0.6818,0.7184,0.8892,0.4436,0.7853,0.7097,0.7641
86,274,194611,0.7615,0.6808,0.7171,0.8886,0.4422,0.7844,0.7061,0.7644
87,273,194611,0.7605,0.6795,0.7162,0.8882,0.4409,0.7833,0.7050,0.7634
88,272,194611,0.7598,0.6786,0.7153,0.8874,0.4393,0.7830,0.7048,0.7623
89,271,194611,0.7605,0.6795,0.7161,0.8880,0.4407,0.7832,0.7051,0.7635
90,270,194611,0.7716,0.6943,0.7282,0.8940,0.4506,0.7973,0.7233,0.7756
91,269,194611,0.7724,0.6953,0.7291,0.8944,0.4535,0.7980,0.7236,0.7759
92,268,194611,0.7724,0.6953,0.7289,0.8946,0.4531,0.7980,0.7232,0.7755
93,267,194611,0.7726,0.6956,0.7292,0.8946,0.4547,0.7981,0.7232,0.7752
94,266,194611,0.7730,0.6961,0.7297,0.8951,0.4553,0.7982,0.7243,0.7753
95,265,194611,0.7727,0.6958,0.7294,0.8948,0.4561,0.7979,0.7227,0.7754
96,264,194611,0.7723,0.6952,0.7291,0.8940,0.4548,0.7980,0.7238,0.7749
97,263,194611,0.7724,0.6954,0.7292,0.8942,0.4546,0.7980,0.7244,0.7747
98,262,194611,0.7724,0.6953,0.7289,0.8944,0.4552,0.7977,0.7232,0.7741
99,261,194611,0.7726,0.6956,0.7293,0.8949,0.4552,0.7974,0.7241,0.7748
100,260,194611,0.7725,0.6955,0.7292,0.8942,0.4563,0.7977,0.7239,0.7739
101,259,194611,0.7726,0.6956,0.7293,0.8945,0.4575,0.7974,0.7235,0.7738
102,258,194611,0.7726,0.6956,0.7294,0.8944,0.4576,0.7977,0.7239,0.7733
103,257,194611,0.7728,0.6958,0.7296,0.8946,0.4584,0.7978,0.7242,0.7730
104,256,194611,0.7722,0.6950,0.7289,0.8944,0.4577,0.7969,0.7226,0.7729
105,255,194611,0.7715,0.6941,0.7281,0.8939,0.4551,0.7962,0.7221,0.7729
106,254,194611,0.7709,0.6933,0.7274,0.8935,0.4563,0.7956,0.7204,0.7713
107,253,194611,0.7703,0.6925,0.7265,0.8933,0.4555,0.7949,0.7182,0.7709
108,252,194611,0.7697,0.6918,0.7262,0.8924,0.4542,0.7943,0.7185,0.7714
109,251,194611,0.7696,0.6916,0.7258,0.8931,0.4542,0.7936,0.7182,0.7702
110,250,194611,0.7690,0.6908,0.7253,0.8922,0.4545,0.7932,0.7173,0.7693
111,249,194611,0.7682,0.6897,0.7242,0.8916,0.4531,0.7924,0.7143,0.7696
112,248,194611,0.7672,0.6884,0.7232,0.8911,0.4515,0.7908,0.7125,0.7701
113,247,194611,0.7660,0.6867,0.7218,0.8904,0.4496,0.7895,0.7114,0.7680
114,246,194611,0.7654,0.6859,0.7212,0.8900,0.4475,0.7892,0.7121,0.7672
115,245,194611,0.7652,0.6856,0.7209,0.8899,0.4484,0.7887,0.7106,0.7670
116,244,194611,0.7642,0.6843,0.7197,0.8892,0.4462,0.7876,0.7083,0.7670
117,243,194611,0.7635,0.6834,0.7189,0.8889,0.4457,0.7867,0.7065,0.7667
118,242,194611,0.7627,0.6824,0.7179,0.8883,0.4445,0.7860,0.7049,0.7658
119,241,194611,0.7627,0.6824,0.7179,0.8887,0.4446,0.7857,0.7049,0.7657
120,240,194611,0.7743,0.6979,0.7303,0.8953,0.4555,0.8002,0.7220,0.7786
121,239,194611,0.7747,0.6984,0.7310,0.8953,0.4568,0.8005,0.7234,0.7790
122,238,194611,0.7754,0.6993,0.7316,0.8956,0.4577,0.8013,0.7239,0.7791
123,237,194611,0.7748,0.6984,0.7311,0.8955,0.4579,0.8001,0.7237,0.7783
124,236,194611,0.7751,0.6989,0.7314,0.8957,0.4587,0.8006,0.7234,0.7786
125,235,194611,0.7753,0.6991,0.7317,0.8956,0.4593,0.8007,0.7236,0.7790
126,234,194611,0.7746,0.6983,0.7309,0.8952,0.4580,0.8005,0.7234,0.7776
127,233,194611,0.7747,0.6984,0.7311,0.8948,0.4587,0.8006,0.7239,0.7774
128,232,194611,0.7748,0.6985,0.7309,0.8951,0.4586,0.8009,0.7237,0.7763
129,231,194611,0.7745,0.6981,0.7307,0.8951,0.4585,0.7999,0.7234,0.7766
130,230,194611,0.7749,0.6985,0.7311,0.8951,0.4587,0.8003,0.7241,0.7772
131,229,194611,0.7749,0.6985,0.7310,0.8953,0.4592,0.8001,0.7241,0.7765
132,228,194611,0.7749,0.6985,0.7313,0.8949,0.4610,0.8006,0.7244,0.7754
133,227,194611,0.7746,0.6981,0.7307,0.8949,0.4597,0.8001,0.7231,0.7759
134,226,194611,0.7745,0.6980,0.7306,0.8948,0.4605,0.8000,0.7229,0.7750
135,225,194611,0.7738,0.6972,0.7301,0.8944,0.4584,0.7990,0.7232,0.7757
136,224,194611,0.7728,0.6958,0.7288,0.8940,0.4584,0.7980,0.7201,0.7735
137,223,194611,0.7730,0.6961,0.7289,0.8940,0.4589,0.7982,0.7194,0.7739
138,222,194611,0.7714,0.6940,0.7274,0.8930,0.4561,0.7963,0.7183,0.7730
139,221,194611,0.7715,0.6941,0.7275,0.8934,0.4570,0.7961,0.7180,0.7728
140,220,194611,0.7708,0.6932,0.7267,0.8925,0.4563,0.7957,0.7175,0.7715
141,219,194611,0.7703,0.6924,0.7258,0.8922,0.4556,0.7951,0.7143,0.7717
142,218,194611,0.7690,0.6907,0.7246,0.8916,0.4533,0.7932,0.7139,0.7713
143,217,194611,0.7681,0.6896,0.7235,0.8912,0.4525,0.7922,0.7122,0.7695
144,216,194611,0.7674,0.6885,0.7226,0.8908,0.4496,0.7914,0.7121,0.7694
145,215,194611,0.7665,0.6874,0.7217,0.8902,0.4491,0.7903,0.7099,0.7691
146,214,194611,0.7661,0.6868,0.7211,0.8900,0.4484,0.7897,0.7079,0.7695
147,213,194611,0.7651,0.6854,0.7198,0.8896,0.4468,0.7885,0.7048,0.7693
148,212,194611,0.7647,0.6848,0.7192,0.8894,0.4465,0.7882,0.7046,0.7672
149,211,194611,0.7644,0.6846,0.7191,0.8892,0.4462,0.7877,0.7045,0.7677
150,210,194611,0.7769,0.7013,0.7325,0.8962,0.4594,0.8035,0.7228,0.7806
151,209,194611,0.7768,0.7012,0.7326,0.8964,0.4604,0.8029,0.7228,0.7805
152,208,194611,0.7771,0.7015,0.7329,0.8964,0.4610,0.8032,0.7233,0.7805
153,207,194611,0.7772,0.7015,0.7330,0.8965,0.4611,0.8030,0.7247,0.7797
154,206,194611,0.7774,0.7019,0.7331,0.8970,0.4619,0.8031,0.7233,0.7800
155,205,194611,0.7775,0.7020,0.7332,0.8969,0.4630,0.8033,0.7232,0.7796
156,204,194611,0.7768,0.7011,0.7326,0.8963,0.4622,0.8026,0.7229,0.7793
157,203,194611,0.7764,0.7006,0.7323,0.8957,0.4608,0.8027,0.7233,0.7789
158,202,194611,0.7773,0.7017,0.7330,0.8964,0.4624,0.8036,0.7242,0.7783
159,201,194611,0.7772,0.7016,0.7327,0.8965,0.4626,0.8030,0.7223,0.7790
160,200,194611,0.7772,0.7016,0.7329,0.8961,0.4628,0.8031,0.7237,0.7786
161,199,194611,0.7767,0.7009,0.7323,0.8964,0.4626,0.8022,0.7231,0.7773
162,198,194611,0.7770,0.7013,0.7328,0.8960,0.4639,0.8029,0.7236,0.7775
163,197,194611,0.7766,0.7009,0.7322,0.8956,0.4637,0.8027,0.7221,0.7771
164,196,194611,0.7765,0.7007,0.7322,0.8955,0.4639,0.8025,0.7222,0.7768
165,195,194611,0.7758,0.6997,0.7314,0.8953,0.4620,0.8014,0.7220,0.7767
166,194,194611,0.7750,0.6987,0.7305,0.8949,0.4618,0.8004,0.7202,0.7754
167,193,194611,0.7748,0.6985,0.7303,0.8943,0.4620,0.8005,0.7188,0.7758
168,192,194611,0.7731,0.6962,0.7285,0.8939,0.4589,0.7982,0.7173,0.7742
169,191,194611,0.7736,0.6968,0.7288,0.8940,0.4601,0.7990,0.7174,0.7734
170,190,194611,0.7726,0.6956,0.7277,0.8934,0.4591,0.7980,0.7161,0.7722
171,189,194611,0.7720,0.6946,0.7271,0.8928,0.4579,0.7971,0.7146,0.7729
172,188,194611,0.7704,0.6926,0.7255,0.8920,0.4554,0.7952,0.7129,0.7720
173,187,194611,0.7703,0.6923,0.7251,0.8917,0.4550,0.7949,0.7123,0.7717
174,186,194611,0.7692,0.6910,0.7240,0.8915,0.4527,0.7935,0.7110,0.7713
175,185,194611,0.7682,0.6896,0.7229,0.8909,0.4524,0.7923,0.7085,0.7702
176,184,194611,0.7681,0.6894,0.7226,0.8909,0.4515,0.7922,0.7081,0.7703
177,183,194611,0.7670,0.6879,0.7212,0.8905,0.4498,0.7907,0.7051,0.7699
178,182,194611,0.7663,0.6869,0.7202,0.8899,0.4483,0.7904,0.7037,0.7685
179,181,194611,0.7665,0.6873,0.7205,0.8903,0.4482,0.7904,0.7053,0.7684
180,180,194611,0.7785,0.7032,0.7333,0.8972,0.4614,0.8054,0.7221,0.7804
181,179,194611,0.7787,0.7035,0.7337,0.8974,0.4635,0.8051,0.7223,0.7803
182,178,194611,0.7791,0.7041,0.7341,0.8976,0.4637,0.8058,0.7234,0.7797
183,177,194611,0.7788,0.7037,0.7341,0.8973,0.4639,0.8049,0.7243,0.7803
184,176,194611,0.7792,0.7043,0.7344,0.8977,0.4651,0.8054,0.7233,0.7806
185,175,194611,0.7791,0.7041,0.7343,0.8979,0.4657,0.8050,0.7233,0.7795
186,174,194611,0.7785,0.7033,0.7336,0.8972,0.4643,0.8050,0.7232,0.7785
187,173,194611,0.7782,0.7029,0.7333,0.8969,0.4630,0.8047,0.7231,0.7790
188,172,194611,0.7790,0.7040,0.7341,0.8974,0.4658,0.8052,0.7235,0.7787
189,171,194611,0.7787,0.7036,0.7337,0.8974,0.4661,0.8047,0.7219,0.7784
190,170,194611,0.7789,0.7037,0.7340,0.8971,0.4662,0.8047,0.7232,0.7787
191,169,194611,0.7785,0.7033,0.7336,0.8971,0.4662,0.8043,0.7235,0.7771
192,168,194611,0.7785,0.7034,0.7336,0.8970,0.4667,0.8049,0.7225,0.7768
193,167,194611,0.7785,0.7033,0.7335,0.8965,0.4657,0.8052,0.7233,0.7767
194,166,194611,0.7781,0.7027,0.7329,0.8966,0.4654,0.8044,0.7219,0.7764
195,165,194611,0.7775,0.7019,0.7323,0.8964,0.4652,0.8034,0.7204,0.7761
196,164,194611,0.7765,0.7006,0.7309,0.8958,0.4631,0.8023,0.7175,0.7759
197,163,194611,0.7760,0.7000,0.7305,0.8955,0.4629,0.8019,0.7175,0.7745
198,162,194611,0.7750,0.6987,0.7294,0.8949,0.4616,0.8008,0.7160,0.7739
199,161,194611,0.7750,0.6986,0.7293,0.8950,0.4622,0.8006,0.7166,0.7723
200,160,194611,0.7737,0.6969,0.7281,0.8938,0.4604,0.7994,0.7152,0.7714
201,159,194611,0.7729,0.6957,0.7269,0.8934,0.4581,0.7986,0.7135,0.7712
202,158,194611,0.7719,0.6944,0.7260,0.8928,0.4566,0.7971,0.7121,0.7713
203,157,194611,0.7710,0.6932,0.7250,0.8924,0.4556,0.7957,0.7103,0.7710
204,156,194611,0.7705,0.6925,0.7243,0.8923,0.4539,0.7951,0.7096,0.7706
205,155,194611,0.7690,0.6906,0.7227,0.8911,0.4511,0.7939,0.7080,0.7693
206,154,194611,0.7686,0.6900,0.7221,0.8910,0.4507,0.7934,0.7064,0.7690
207,153,194611,0.7680,0.6892,0.7212,0.8912,0.4498,0.7925,0.7044,0.7681
208,152,194611,0.7669,0.6877,0.7199,0.8906,0.4484,0.7912,0.7017,0.7675
209,151,194611,0.7671,0.6879,0.7200,0.8910,0.4475,0.7911,0.7031,0.7675
210,150,194611,0.7789,0.7038,0.7327,0.8982,0.4618,0.8055,0.7200,0.7780
211,149,194611,0.7793,0.7043,0.7333,0.8983,0.4631,0.8061,0.7210,0.7778
212,148,194611,0.7793,0.7043,0.7332,0.8982,0.4638,0.8061,0.7209,0.7771
213,147,194611,0.7794,0.7044,0.7335,0.8983,0.4633,0.8063,0.7223,0.7772
214,146,194611,0.7798,0.7049,0.7337,0.8987,0.4646,0.8063,0.7213,0.7776
215,145,194611,0.7797,0.7049,0.7338,0.8985,0.4653,0.8063,0.7217,0.7773
216,144,194611,0.7795,0.7047,0.7335,0.8984,0.4658,0.8062,0.7199,0.7772
217,143,194611,0.7789,0.7039,0.7329,0.8977,0.4637,0.8060,0.7198,0.7771
218,142,194611,0.7798,0.7049,0.7337,0.8981,0.4649,0.8069,0.7215,0.7771
219,141,194611,0.7789,0.7039,0.7329,0.8979,0.4641,0.8057,0.7207,0.7760
220,140,194611,0.7792,0.7041,0.7331,0.8976,0.4655,0.8062,0.7209,0.7756
221,139,194611,0.7786,0.7034,0.7326,0.8979,0.4643,0.8050,0.7220,0.7740
222,138,194611,0.7791,0.7040,0.7330,0.8976,0.4659,0.8063,0.7211,0.7740
223,137,194611,0.7789,0.7037,0.7327,0.8976,0.4652,0.8058,0.7206,0.7742
224,136,194611,0.7790,0.7039,0.7328,0.8978,0.4657,0.8058,0.7204,0.7741
225,135,194611,0.7775,0.7019,0.7313,0.8966,0.4632,0.8040,0.7191,0.7736
226,134,194611,0.7768,0.7010,0.7301,0.8963,0.4624,0.8039,0.7171,0.7711
227,133,194611,0.7760,0.6999,0.7291,0.8960,0.4607,0.8030,0.7151,0.7708
228,132,194611,0.7757,0.6994,0.7289,0.8956,0.4624,0.8023,0.7142,0.7700
229,131,194611,0.7748,0.6984,0.7279,0.8957,0.4605,0.8010,0.7133,0.7691
230,130,194611,0.7737,0.6968,0.7268,0.8945,0.4593,0.7998,0.7121,0.7683
231,129,194611,0.7731,0.6960,0.7261,0.8941,0.4571,0.7994,0.7118,0.7680
232,128,194611,0.7720,0.6945,0.7250,0.8935,0.4560,0.7979,0.7099,0.7676
233,127,194611,0.7712,0.6934,0.7240,0.8932,0.4546,0.7965,0.7087,0.7671
234,126,194611,0.7705,0.6925,0.7231,0.8931,0.4533,0.7956,0.7074,0.7663
235,125,194611,0.7694,0.6910,0.7216,0.8921,0.4498,0.7951,0.7053,0.7657
236,124,194611,0.7690,0.6905,0.7213,0.8916,0.4504,0.7946,0.7039,0.7659
237,123,194611,0.7683,0.6894,0.7203,0.8916,0.4485,0.7934,0.7029,0.7652
238,122,194611,0.7671,0.6879,0.7190,0.8908,0.4469,0.7926,0.7013,0.7635
239,121,194611,0.7668,0.6875,0.7186,0.8914,0.4447,0.7919,0.7024,0.7627
240,120,194611,0.7790,0.7038,0.7317,0.8991,0.4593,0.8064,0.7199,0.7738
241,119,194611,0.7790,0.7039,0.7320,0.8989,0.4615,0.8066,0.7206,0.7723
242,118,194611,0.7797,0.7047,0.7324,0.8993,0.4629,0.8070,0.7200,0.7727
243,117,194611,0.7793,0.7041,0.7319,0.8993,0.4621,0.8067,0.7202,0.7714
244,116,194611,0.7798,0.7049,0.7327,0.8995,0.4649,0.8069,0.7201,0.7720
245,115,194611,0.7792,0.7041,0.7318,0.8994,0.4634,0.8066,0.7192,0.7704
246,114,194611,0.7789,0.7037,0.7313,0.8991,0.4631,0.8062,0.7173,0.7711
247,113,194611,0.7781,0.7026,0.7306,0.8981,0.4608,0.8060,0.7176,0.7703
248,112,194611,0.7791,0.7039,0.7316,0.8991,0.4626,0.8065,0.7193,0.7703
249,111,194611,0.7789,0.7036,0.7313,0.8989,0.4625,0.8065,0.7192,0.7697
250,110,194611,0.7784,0.7031,0.7310,0.8984,0.4636,0.8060,0.7178,0.7690
251,109,194611,0.7775,0.7018,0.7299,0.8982,0.4612,0.8047,0.7173,0.7679
252,108,194611,0.7778,0.7023,0.7300,0.8982,0.4622,0.8055,0.7171,0.7671
253,107,194611,0.7778,0.7022,0.7301,0.8979,0.4627,0.8052,0.7167,0.7679
254,106,194611,0.7777,0.7021,0.7297,0.8980,0.4619,0.8054,0.7164,0.7670
255,105,194611,0.7765,0.7005,0.7286,0.8973,0.4596,0.8040,0.7157,0.7664
256,104,194611,0.7758,0.6995,0.7274,0.8969,0.4591,0.8035,0.7135,0.7641
257,103,194611,0.7752,0.6986,0.7264,0.8965,0.4574,0.8031,0.7118,0.7633
258,102,194611,0.7742,0.6974,0.7256,0.8961,0.4569,0.8016,0.7115,0.7620
259,101,194611,0.7735,0.6963,0.7247,0.8960,0.4554,0.8006,0.7097,0.7616
260,100,194611,0.7730,0.6957,0.7241,0.8956,0.4553,0.8000,0.7089,0.7609
261,99,194611,0.7714,0.6936,0.7225,0.8947,0.4509,0.7987,0.7087,0.7594
262,98,194611,0.7706,0.6925,0.7217,0.8941,0.4506,0.7973,0.7065,0.7598
263,97,194611,0.7691,0.6905,0.7197,0.8933,0.4472,0.7960,0.7045,0.7576
264,96,194611,0.7682,0.6893,0.7188,0.8935,0.4477,0.7941,0.7019,0.7566
265,95,194611,0.7670,0.6877,0.7174,0.8924,0.4452,0.7933,0.7006,0.7553
266,94,194611,0.7660,0.6864,0.7162,0.8917,0.4426,0.7927,0.6991,0.7547
267,93,194611,0.7653,0.6853,0.7152,0.8916,0.4402,0.7913,0.6985,0.7546
268,92,194611,0.7642,0.6839,0.7138,0.8912,0.4384,0.7904,0.6954,0.7534
269,91,194611,0.7632,0.6826,0.7130,0.8908,0.4375,0.7889,0.6958,0.7520
270,90,194611,0.7766,0.7005,0.7271,0.8998,0.4534,0.8046,0.7147,0.7628
271,89,194611,0.7770,0.7010,0.7275,0.8996,0.4547,0.8056,0.7161,0.7616
272,88,194611,0.7772,0.7014,0.7278,0.8997,0.4555,0.8060,0.7158,0.7619
273,87,194611,0.7767,0.7007,0.7270,0.8999,0.4563,0.8051,0.7137,0.7598
274,86,194611,0.7769,0.7010,0.7273,0.9002,0.4564,0.8048,0.7140,0.7612
275,85,194611,0.7768,0.7009,0.7272,0.9002,0.4573,0.8046,0.7141,0.7598
276,84,194611,0.7761,0.6999,0.7265,0.8998,0.4565,0.8040,0.7125,0.7594
277,83,194611,0.7755,0.6991,0.7257,0.8994,0.4529,0.8041,0.7147,0.7573
278,82,194611,0.7764,0.7003,0.7267,0.9001,0.4555,0.8045,0.7156,0.7579
279,81,194611,0.7755,0.6991,0.7257,0.8993,0.4540,0.8040,0.7147,0.7563
280,80,194611,0.7750,0.6984,0.7251,0.8991,0.4545,0.8035,0.7125,0.7559
281,79,194611,0.7749,0.6983,0.7250,0.8990,0.4552,0.8032,0.7128,0.7550
282,78,194611,0.7745,0.6978,0.7243,0.8990,0.4538,0.8032,0.7116,0.7539
283,77,194611,0.7741,0.6972,0.7238,0.8983,0.4542,0.8027,0.7102,0.7537
284,76,194611,0.7734,0.6962,0.7230,0.8980,0.4517,0.8022,0.7108,0.7523
285,75,194611,0.7722,0.6947,0.7217,0.8974,0.4495,0.8007,0.7093,0.7514
286,74,194611,0.7709,0.6929,0.7201,0.8966,0.4475,0.7996,0.7076,0.7492
287,73,194611,0.7698,0.6915,0.7186,0.8959,0.4460,0.7986,0.7039,0.7486
288,72,194611,0.7686,0.6898,0.7173,0.8956,0.4447,0.7971,0.7030,0.7458
289,71,194611,0.7678,0.6888,0.7165,0.8951,0.4435,0.7962,0.7026,0.7450
290,70,194611,0.7676,0.6885,0.7163,0.8951,0.4425,0.7955,0.7032,0.7451
291,69,194611,0.7663,0.6868,0.7149,0.8941,0.4401,0.7946,0.7023,0.7432
292,68,194611,0.7648,0.6848,0.7132,0.8933,0.4375,0.7928,0.6998,0.7427
293,67,194611,0.7632,0.6826,0.7111,0.8925,0.4335,0.7914,0.6970,0.7410
294,66,194611,0.7621,0.6811,0.7099,0.8919,0.4321,0.7900,0.6959,0.7396
